"OTU" "name" "all" "AF_A" "AF_B" "AM_A" "AM_B" "AQ_A" "AQ_B" "AX_A" "AX_B" "BB_A" "BB_B" "BF_A" "BF_B" "BI_A" "BI_B" "BM_A" "BM_B" "BU_A" "BU_B" "BX_A" "BX_B"
"207" 207 "BI_A_11007_3_536*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"208" 208 "BI_A_4954_3_43*" 18 0 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0
"209" 209 "BI_B_9861_3_311*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"210" 210 "BI_B_12101_3_752*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"211" 211 "BI_A_13092_3_73*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"212" 212 "BI_A_13196_3_539*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"213" 213 "BI_A_15549_3_475*" 19 0 0 0 0 0 0 0 0 0 0 0 0 10 7 0 0 0 0 1 1
"214" 214 "BI_A_22584_3_710*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"215" 215 "BI_A_22491_3_18*" 8 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0 0 0 0 0 1
"216" 216 "BI_B_42421_3_264*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
"217" 217 "BM_A_22707_4_424*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"218" 218 "BI_A_31432_3_2*" 21 0 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 2 0 1 0
"219" 219 "BI_A_23553_3_445*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"220" 220 "BI_A_2535_3_965*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"221" 221 "BI_B_38411_3_141*" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"222" 222 "BI_A_12163_3_970*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"223" 223 "BI_B_7277_3_735*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"224" 224 "BI_B_11194_3_46*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"225" 225 "BI_B_14942_3_395*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"226" 226 "BU_A_102680_4_122*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"227" 227 "BI_A_13512_3_140*" 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"228" 228 "BI_B_37816_3_360*" 22 0 0 0 0 0 0 0 0 0 0 0 0 5 12 0 0 1 0 0 4
"229" 229 "BI_B_40628_3_529*" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1
"230" 230 "BI_B_18462_3_105*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"231" 231 "BI_B_48265_3_941*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"232" 232 "BI_B_24995_3_616*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"233" 233 "BI_B_48189_3_648*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"234" 234 "BI_A_12171_3_105*" 21 0 0 0 0 0 0 0 0 0 0 0 0 6 7 0 0 3 1 2 2
"235" 235 "BI_B_156_3_849*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"236" 236 "BI_A_9649_3_388*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"237" 237 "BI_A_16014_3_602*" 10 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 0 0 2 0 0
"238" 238 "BI_B_38388_3_607*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"239" 239 "BX_A_22758_3_580*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"240" 240 "BI_A_23162_3_897*" 24 0 0 0 0 0 0 0 0 0 0 0 0 8 11 0 0 0 0 3 2
"241" 241 "BI_B_37546_3_14*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"242" 242 "BI_A_8480_3_826*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"243" 243 "BI_B_32746_3_915*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"244" 244 "BI_B_10774_3_671*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"245" 245 "BI_A_202_3_503*" 8 0 0 0 0 0 0 0 0 0 0 0 0 3 5 0 0 0 0 0 0
"246" 246 "BI_A_6683_3_85*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"247" 247 "BI_A_16291_3_669*" 17 0 0 0 0 0 0 0 0 0 0 0 0 5 9 0 0 1 0 1 1
"248" 248 "BI_A_23538_3_152*" 5 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 1
"249" 249 "BI_A_3496_3_354*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"250" 250 "BI_B_36583_3_512*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"251" 251 "BI_A_11189_3_949*" 11 0 0 0 0 0 0 0 0 0 0 0 0 2 5 0 0 1 2 0 1
"252" 252 "BI_A_19544_3_866*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"253" 253 "BI_B_14149_3_494*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"254" 254 "BI_B_42382_3_670*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"255" 255 "BI_B_14255_3_268*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"256" 256 "BU_B_170276_4_19*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"257" 257 "BI_B_25443_3_969*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"258" 258 "BX_B_33964_3_668*" 6 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 1
"259" 259 "BI_B_10114_3_318*" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"260" 260 "BI_A_12772_3_6*" 102 0 0 0 0 0 0 0 0 0 0 0 0 11 68 0 0 3 5 1 14
"261" 261 "BI_A_32427_3_143*" 10 0 0 0 0 0 0 0 0 0 0 0 0 3 6 0 0 0 0 0 1
"262" 262 "BI_B_21948_3_567*" 5 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 1
"263" 263 "BI_B_7533_3_622*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"264" 264 "BI_A_18334_3_26*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"265" 265 "BI_A_16436_3_37*" 10 0 0 0 0 0 0 0 0 0 0 0 0 3 6 0 0 1 0 0 0
"266" 266 "BI_B_40766_3_236*" 5 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 1 0
"267" 267 "BX_B_3384_3_683*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"268" 268 "BI_A_21161_3_329*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"269" 269 "BU_A_118604_4_167*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"270" 270 "BI_B_1838_3_65*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"271" 271 "BI_B_2820_3_545*" 7 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0
"272" 272 "BI_B_24114_3_835*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"273" 273 "BI_B_36616_3_572*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"274" 274 "BI_B_22321_3_747*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"275" 275 "BU_B_180594_4_414*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"276" 276 "BU_B_164476_4_916*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"277" 277 "BI_B_26335_3_637*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"278" 278 "BI_B_23076_3_588*" 4 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0
"279" 279 "BX_B_23930_3_926*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"280" 280 "BI_B_41018_3_762*" 5 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 1
"281" 281 "BI_B_22307_3_341*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"282" 282 "BI_A_16226_3_609*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"283" 283 "BI_B_34183_3_11*" 22 0 0 0 0 0 0 0 0 0 0 0 0 7 11 0 0 0 1 1 2
"284" 284 "BI_B_28230_3_319*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"285" 285 "BX_B_10447_3_764*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"286" 286 "BI_A_3321_3_407*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"287" 287 "BI_A_26028_3_102*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"288" 288 "BI_B_38818_3_321*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"289" 289 "BI_A_3586_3_68*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"290" 290 "BI_B_15928_3_63*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"291" 291 "BI_B_11986_3_579*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"292" 292 "BI_B_8730_3_583*" 28 0 0 0 0 0 0 0 0 0 0 0 0 11 12 0 0 1 1 1 2
"293" 293 "BI_A_8790_3_540*" 12 0 0 0 0 0 0 0 0 0 0 0 0 2 8 0 0 0 1 1 0
"294" 294 "BI_B_6779_3_841*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"295" 295 "BI_B_11241_3_565*" 10 0 0 0 0 0 0 0 0 0 0 0 0 5 4 0 0 1 0 0 0
"296" 296 "BI_B_26194_3_464*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"297" 297 "BX_B_29057_3_421*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"298" 298 "BI_A_14668_3_281*" 31 0 0 0 0 0 0 0 0 0 0 0 0 15 8 0 0 1 1 2 4
"299" 299 "BI_A_17268_3_464*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"300" 300 "BI_B_29311_3_227*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"301" 301 "BI_A_5175_3_396*" 22 0 0 0 0 0 0 0 0 0 0 0 0 8 10 0 0 1 0 1 2
"302" 302 "BI_B_30273_3_8*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"303" 303 "BI_A_16109_3_263*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"304" 304 "BI_A_27902_3_490*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"305" 305 "BI_B_5440_3_68*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"306" 306 "BI_B_1226_3_863*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"307" 307 "BI_B_23347_3_821*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"308" 308 "BI_B_8755_3_4*" 21 0 0 0 0 0 0 0 0 0 0 0 0 6 9 0 0 2 1 2 1
"309" 309 "BI_A_10098_3_635*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"310" 310 "BU_A_118919_4_746*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"311" 311 "BI_A_28750_3_631*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"312" 312 "BI_A_30826_3_740*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"313" 313 "BI_B_35134_3_897*" 10 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 0 0 0 0 2
"314" 314 "BI_A_8096_3_932*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"315" 315 "BU_A_106356_4_376*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"316" 316 "BI_B_47472_3_521*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"317" 317 "BX_B_36464_3_735*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"318" 318 "BI_B_44573_3_592*" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1
"319" 319 "BI_A_18551_3_552*" 9 0 0 0 0 0 0 0 0 0 0 0 0 5 2 0 0 0 1 1 0
"320" 320 "BI_B_34502_3_251*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"321" 321 "BI_A_10334_3_695*" 39 0 0 0 0 0 0 0 0 0 0 0 0 9 18 0 0 3 2 2 5
"322" 322 "BI_A_22498_3_244*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"323" 323 "BX_A_31704_3_36*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"324" 324 "BI_B_6778_3_668*" 15 0 0 0 0 0 0 0 0 0 0 0 0 6 5 0 0 1 1 2 0
"325" 325 "BI_B_23586_3_475*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"326" 326 "BI_A_14321_3_966*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"327" 327 "BI_A_6371_3_484*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"328" 328 "BI_B_34275_3_996*" 7 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 1 0 0 1
"329" 329 "BI_A_23843_3_685*" 6 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0
"330" 330 "BI_B_12932_3_653*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"331" 331 "BI_A_11342_3_24*" 67 0 0 0 0 0 0 0 0 0 0 0 0 19 35 0 0 2 2 4 5
"332" 332 "BX_B_9653_3_185*" 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1
"333" 333 "BI_B_13069_3_134*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"334" 334 "BI_A_13270_3_306*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"335" 335 "BI_B_27257_3_418*" 6 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 0 1
"336" 336 "BI_B_12100_3_812*" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"337" 337 "BI_B_20444_3_20*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"338" 338 "BI_B_28632_3_326*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"339" 339 "BX_B_26570_3_354*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"340" 340 "BI_A_11790_3_211*" 12 0 0 0 0 0 0 0 0 0 0 0 0 8 1 0 0 2 0 1 0
"341" 341 "BX_B_380_3_962*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"342" 342 "BI_B_46413_3_620*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"343" 343 "BI_A_30527_3_154*" 15 0 0 0 0 0 0 0 0 0 0 0 0 7 6 0 0 2 0 0 0
"344" 344 "BU_A_122287_4_654*" 16 0 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 1 0 2 1
"345" 345 "BU_B_166150_4_5*" 6 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 1 0 1
"346" 346 "BX_B_43340_3_809*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"347" 347 "BI_A_25295_3_833*" 3 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0
"348" 348 "BI_B_13813_3_840*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"349" 349 "BI_B_20991_3_726*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"350" 350 "BI_A_18835_3_153*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"351" 351 "BX_A_6714_3_983*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"352" 352 "BI_A_2298_3_672*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"353" 353 "BI_A_27958_3_783*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"354" 354 "BI_A_542_3_743*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"355" 355 "BU_B_161325_4_443*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"356" 356 "BI_A_27764_3_84*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"357" 357 "BI_A_31473_3_175*" 7 0 0 0 0 0 0 0 0 0 0 0 0 2 5 0 0 0 0 0 0
"358" 358 "BI_A_26425_3_688*" 13 0 0 0 0 0 0 0 0 0 0 0 0 2 9 0 0 1 0 0 1
"359" 359 "BU_A_112434_4_245*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"360" 360 "BI_B_27319_3_937*" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 2
"361" 361 "BI_A_445_3_683*" 10 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 0 0 2
"362" 362 "BI_A_9341_3_614*" 18 0 0 0 0 0 0 0 0 0 0 0 0 3 14 0 0 1 0 0 0
"363" 363 "BI_A_20610_3_428*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"364" 364 "BI_A_18844_3_266*" 8 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0 2 0
"365" 365 "BI_B_36166_3_685*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"366" 366 "BI_A_12105_3_624*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"367" 367 "BI_B_15606_3_868*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"368" 368 "BI_A_5866_3_756*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"369" 369 "BI_A_15879_3_316*" 24 0 0 0 0 0 0 0 0 0 0 0 0 10 11 0 0 2 0 0 1
"370" 370 "BI_B_30325_3_933*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"371" 371 "BI_B_2173_3_132*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"372" 372 "BI_B_45458_3_486*" 3 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0
"373" 373 "BI_A_3823_3_421*" 17 0 0 0 0 0 0 0 0 0 0 0 0 6 5 0 0 1 0 2 3
"374" 374 "BI_B_852_3_916*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"375" 375 "BI_B_35726_3_445*" 15 0 0 0 0 0 0 0 0 0 0 0 0 4 5 0 0 3 0 0 3
"376" 376 "BU_A_121528_4_534*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"377" 377 "BI_B_11554_3_106*" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"378" 378 "BI_B_25900_3_457*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"379" 379 "BI_B_9355_3_131*" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2
"380" 380 "BI_B_49393_3_30*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"381" 381 "BI_B_18154_3_617*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"382" 382 "BI_B_3891_3_213*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"383" 383 "BI_B_17412_3_896*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"384" 384 "BX_B_17569_3_785*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"385" 385 "BI_B_36278_3_166*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"386" 386 "BI_B_43855_3_285*" 7 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 1
"387" 387 "BI_A_21931_3_230*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"388" 388 "BI_B_13345_3_254*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"389" 389 "BI_A_8046_3_120*" 147 0 0 0 0 0 0 0 0 0 0 0 0 27 100 0 0 0 4 2 14
"390" 390 "BI_B_31539_3_375*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"391" 391 "BI_B_3307_3_612*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"392" 392 "BI_B_18029_3_850*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"393" 393 "BI_B_6737_3_149*" 5 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0
"394" 394 "BI_B_8858_3_470*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"395" 395 "BI_B_31812_3_89*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"396" 396 "BI_A_788_3_690*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"397" 397 "BI_B_5584_3_700*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"398" 398 "BI_B_35330_3_784*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"399" 399 "BI_B_28179_3_725*" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"400" 400 "BU_B_160997_4_616*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"401" 401 "BI_A_27931_3_437*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"402" 402 "BI_B_28936_3_912*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"403" 403 "BI_A_24796_3_413*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"404" 404 "BU_B_165713_4_810*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"405" 405 "BI_A_6354_3_78*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
"406" 406 "BI_B_10941_3_791*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"407" 407 "BI_A_3697_3_880*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"408" 408 "BI_A_901_3_750*" 9 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 1 0 0 2
"409" 409 "BI_A_9860_3_275*" 17 0 0 0 0 0 0 0 0 0 0 0 0 4 11 0 0 0 0 0 2
"410" 410 "BI_A_5936_3_184*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"411" 411 "BI_B_32442_3_968*" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 2
"412" 412 "BI_A_20679_3_661*" 10 0 0 0 0 0 0 0 0 0 0 0 0 5 4 0 0 0 0 0 1
"413" 413 "BI_A_2152_3_439*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"414" 414 "BI_A_18415_3_951*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"415" 415 "BX_B_3828_3_224*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"416" 416 "BI_B_13903_3_208*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"417" 417 "BI_A_29980_3_546*" 26 0 0 0 0 0 0 0 0 0 0 0 0 9 12 0 0 3 1 0 1
"418" 418 "BU_A_117965_4_626*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"419" 419 "BU_A_106337_4_143*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"420" 420 "AX_A_3300_2_655*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"421" 421 "BB_B_26209_3_992*" 7 0 0 0 0 0 0 0 0 2 5 0 0 0 0 0 0 0 0 0 0
"422" 422 "BB_A_18052_3_225*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"423" 423 "AX_A_25758_2_615*" 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"424" 424 "BB_B_19488_3_139*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"425" 425 "BB_B_24130_3_717*" 6 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
"426" 426 "BB_B_34567_3_150*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
